Drug_A,Drug_A_SMILES,Drug_B,Drug_B_SMILES,A_MW,B_MW,Delta_MW,A_LogP,B_LogP,Delta_LogP,A_HBD,B_HBD,Delta_HBD,A_HBA,B_HBA,Delta_HBA,A_TPSA,B_TPSA,Delta_TPSA,A_Rotatable_Bonds,B_Rotatable_Bonds,Delta_Rotatable_Bonds,A_pKa_Acidic,B_pKa_Acidic,Delta_pKa_Acidic,A_pKa_Basic,B_pKa_Basic,Delta_pKa_Basic,A_Solubility_mg_ml,B_Solubility_mg_ml,Delta_Solubility_mg_ml,Chemical_Distance,Tanimoto_Similarity,Oral_Compatibility_Label
Faslodex,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,Methotrexate,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,606.8,454.4,152.4,7.57,-0.05,7.62,2,5,-3,9,12,-3,76.7,211,-134.3,14,9,5,10.23,2.95,7.28,-0.88,14.55,-15.43,0.00672,0.0819,-0.07518,204.0941042,0.071428571,1
Faslodex,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,Methyl testosterone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C)O)C,606.8,302.5,304.3,7.57,3.61,3.96,2,1,1,9,2,7,76.7,37.3,39.4,14,0,14,10.23,18.52,-8.29,-0.88,-0.53,-0.35,0.00672,0.0139,-0.00718,307.3782332,0.149425287,1
Faslodex,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,Neratinib Maleate,CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)OCC4=CC=CC=N4)Cl)C#N)NC(=O)/C=C/CN(C)C.C(=C\C(=O)O)\C(=O)O,606.8,673.1,-66.3,7.57,4.72,2.85,2,4,-2,9,12,-3,76.7,187,-110.3,14,13,1,10.23,12.55,-2.32,-0.88,8.81,-9.69,0.00672,0.00674,-0.00002,129.1633888,0.082706767,1
Faslodex,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,Nerlynx,CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)OCC4=CC=CC=N4)Cl)C#N)NC(=O)/C=C/CN(C)C,606.8,557,49.8,7.57,4.72,2.85,2,2,0,9,8,1,76.7,112,-35.3,14,11,3,10.23,12.55,-2.32,-0.88,8.81,-9.69,0.00672,0.00674,-0.00002,61.99621763,0.085271318,1
Faslodex,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,Olaparib,C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F,606.8,434.5,172.3,7.57,2.72,4.85,2,1,1,9,5,4,76.7,82.1,-5.4,14,4,10,10.23,9.96,0.27,-0.88,-0.9,0.02,0.00672,0.0601,-0.05338,172.791923,0.115384615,1
Faslodex,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,Orserdu,CCNCCC1=CC=C(C=C1)CN(CC)C2=C(C=CC(=C2)OC)[C@@H]3CCC4=C(C3)C=CC(=C4)O,606.8,458.6,148.2,7.57,6.54,1.03,2,2,0,9,4,5,76.7,44.7,32,14,10,4,10.23,10.58,-0.35,-0.88,9.96,-10.84,0.00672,0.00035,0.00637,152.1411484,0.196078431,1
Faslodex,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,Paclitaxel,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,606.8,853.9,-247.1,7.57,3.2,4.37,2,4,-2,9,14,-5,76.7,221,-144.3,14,14,0,10.23,11.9,-1.67,-0.88,-1.2,0.32,0.00672,0.00556,0.00116,286.2374682,0.096296296,1
Faslodex,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,Paclitaxel protein-bound,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,606.8,853.9,-247.1,7.57,3.2,4.37,2,4,-2,9,14,-5,76.7,221,-144.3,14,14,0,10.23,11.9,-1.67,-0.88,-1.2,0.32,0.00672,0.00556,0.00116,286.2374682,0.096296296,1
Faslodex,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,Palbociclib,CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C,606.8,447.5,159.3,7.57,2.12,5.45,2,2,0,9,8,1,76.7,103,-26.3,14,5,9,10.23,11.34,-1.11,-0.88,8.86,-9.74,0.00672,0.0174,-0.01068,162.0986808,0.107142857,1
Faslodex,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,Pamidronate,C(CN)C(O)(P(=O)(O)O)P(=O)(O)O,606.8,235.7,371.1,7.57,-1.4,8.97,2,6,-4,9,8,1,76.7,161,-84.3,14,4,10,10.23,0.67,9.56,-0.88,9.86,-10.74,0.00672,15.8,-15.79328,381.4122832,0.066666667,1
Faslodex,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,Pamidronate Disodium,C(CN)C(O)(P(=O)(O)[O-])P(=O)(O)[O-].[Na+].[Na+],606.8,279.03,327.77,7.57,-1.4,8.97,2,4,-2,9,8,1,76.7,167,-90.3,14,4,10,10.23,0.67,9.56,-0.88,9.86,-10.74,0.00672,15.8,-15.79328,340.9235878,0.064102564,1
Faslodex,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,Piqray,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,606.8,441.5,165.3,7.57,2.76,4.81,2,2,0,9,8,1,76.7,129,-52.3,14,4,10,10.23,7.79,2.44,-0.88,2.81,-3.69,0.00672,0.00528,0.00144,173.7903501,0.128440367,1
Faslodex,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,Ribociclib,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,606.8,434.5,172.3,7.57,2.5,5.07,2,2,0,9,7,2,76.7,91.2,-14.5,14,5,9,10.23,11.59,-1.36,-0.88,8.87,-9.75,0.00672,0.231,-0.22428,173.5085223,0.119266055,1
Faslodex,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,Sacituzumab Govitecan-hziy,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)OC(=O)OCC5=CC=C(C=C5)NC(=O)[C@H](CCCCN)NC(=O)COCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCN6C=C(N=N6)CNC(=O)C7CCC(CC7)CN8C(=O)CC(C8=O)SC[C@@H](C(=O)O)N)C2=NC9=C1C=C(C=C9)O,606.8,1601.8,-995,7.57,0,7.57,2,8,-6,9,30,-21,76.7,497,-420.3,14,54,-40,10.23,0,10.23,-0.88,0,-0.88,0.00672,0,0.00672,1081.164568,0.097435897,0
Faslodex,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,Soltamox,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,606.8,563.6,43.2,7.57,5.93,1.64,2,4,-2,9,9,0,76.7,145,-68.3,14,13,1,10.23,0,10.23,-0.88,8.76,-9.64,0.00672,0.00102,0.0057,82.07558792,0.09,1
Faslodex,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,Talazoparib Tosylate,CC1=CC=C(C=C1)S(=O)(=O)O.CN1C(=NC=N1)[C@@H]2[C@H](NC3=CC(=CC4=C3C2=NNC4=O)F)C5=CC=C(C=C5)F,606.8,552.6,54.2,7.57,2.93,4.64,2,3,-1,9,10,-1,76.7,147,-70.3,14,3,11,10.23,9.48,0.75,-0.88,1.66,-2.54,0.00672,0.101,-0.09428,89.61742347,0.094017094,1
Faslodex,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,Talzenna,nan,606.8,458.6,148.2,7.57,2.5,5.07,2,3,-1,9,8,1,76.7,112,-35.3,14,5,9,10.23,10.32,-0.09,-0.88,3.32,-4.2,0.00672,0.0253,-0.01858,152.7602152,0,1
Faslodex,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,Tamoxifen Citrate,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,606.8,563.6,43.2,7.57,5.93,1.64,2,4,-2,9,9,0,76.7,145,-68.3,14,13,1,10.23,0,10.23,-0.88,8.76,-9.64,0.00672,0.00102,0.0057,82.07558792,0.09,1
Faslodex,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,Taxotere,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,606.8,807.9,-201.1,7.57,2.59,4.98,2,5,-3,9,14,-5,76.7,224,-147.3,14,13,1,10.23,11.9,-1.67,-0.88,-3,2.12,0.00672,0.0127,-0.00598,249.4104724,0.110294118,1
Faslodex,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,Tepadina,C1CN1P(=S)(N2CC2)N3CC3,606.8,189.22,417.58,7.57,0.17,7.4,2,0,2,9,4,5,76.7,41.1,35.6,14,3,11,10.23,0,10.23,-0.88,-0.3,-0.58,0.00672,9.27,-9.26328,419.566412,0.013888889,1
Faslodex,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,Tepylute,C1CN1P(=S)(N2CC2)N3CC4,606.8,189.22,417.58,7.57,0.17,7.4,2,0,2,9,4,5,76.7,41.1,35.6,14,3,11,10.23,0,10.23,-0.88,-0.3,-0.58,0.00672,9.27,-9.26328,419.566412,0,1
Faslodex,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,Thiotepa,C1CN1P(=S)(N2CC2)N3CC3,606.8,189.22,417.58,7.57,0.17,7.4,2,0,2,9,4,5,76.7,41.1,35.6,14,3,11,10.23,0,10.23,-0.88,-0.3,-0.58,0.00672,9.27,-9.26328,419.566412,0.013888889,1
Faslodex,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,Toremifene,CN(C)CCOC1=CC=C(C=C1)/C(=C(/CCCl)\C2=CC=CC=C2)/C3=CC=CC=C3,606.8,406,200.8,7.57,5.65,1.92,2,0,2,9,2,7,76.7,12.5,64.2,14,9,5,10.23,0,10.23,-0.88,8.76,-9.64,0.00672,0.000409,0.006311,211.4747005,0.086956522,1
Faslodex,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,Trodelvy,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)OC(=O)OCC5=CC=C(C=C5)NC(=O)[C@H](CCCCN)NC(=O)COCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCN6C=C(N=N6)CNC(=O)C7CCC(CC7)CN8C(=O)CC(C8=O)SC[C@@H](C(=O)O)N)C2=NC9=C1C=C(C=C9)O,606.8,1601.8,-995,7.57,0,7.57,2,8,-6,9,30,-21,76.7,497,-420.3,14,54,-40,10.23,0,10.23,-0.88,0,-0.88,0.00672,0,0.00672,1081.164568,0.097435897,0
Faslodex,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,Truqap,C1CN(CCC1(C(=O)N[C@@H](CCO)C2=CC=C(C=C2)Cl)N)C3=NC=NC4=C3C=CN4,606.8,428.9,177.9,7.57,1.31,6.26,2,4,-2,9,6,3,76.7,120,-43.3,14,6,8,10.23,13.03,-2.8,-0.88,8.33,-9.21,0.00672,0.0253,-0.01858,183.6631483,0.101851852,1
Faslodex,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,Tucatinib,CC1=C(C=CC(=C1)NC2=NC=NC3=C2C=C(C=C3)NC4=NC(CO4)(C)C)OC5=CC6=NC=NN6C=C5,606.8,480.5,126.3,7.57,3.87,3.7,2,2,0,9,8,1,76.7,111,-34.3,14,6,8,10.23,17.08,-6.85,-0.88,4.57,-5.45,0.00672,0.004,0.00272,131.4667068,0.095652174,1
Faslodex,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,Tukysa,CC1=C(C=CC(=C1)NC2=NC=NC3=C2C=C(C=C3)NC4=NC(CO4)(C)C)OC5=CC6=NC=NN6C=C6,606.8,480.5,126.3,7.57,3.87,3.7,2,2,0,9,8,1,76.7,111,-34.3,14,6,8,10.23,17.08,-6.85,-0.88,4.57,-5.45,0.00672,0.004,0.00272,131.4667068,0,1
Faslodex,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,Tykerb,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,606.8,581.1,25.7,7.57,5.18,2.39,2,2,0,9,9,0,76.7,115,-38.3,14,11,3,10.23,16.44,-6.21,-0.88,7.26,-8.14,0.00672,0.0223,-0.01558,47.40164599,0.088709677,1
Faslodex,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,Verzenio,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,606.8,506.6,100.2,7.57,4.25,3.32,2,1,1,9,9,0,76.7,75,1.7,14,7,7,10.23,10.27,-0.04,-0.88,7.94,-8.82,0.00672,0.0159,-0.00918,100.9046405,0.086956522,1
Faslodex,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,Vinblastine,CC[C@@]1(C[C@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,606.8,811,-204.2,7.57,4.22,3.35,2,3,-1,9,12,-3,76.7,154,-77.3,14,10,4,10.23,10.87,-0.64,-0.88,8.86,-9.74,0.00672,0.0169,-0.01018,218.6445284,0.097222222,1
Faslodex,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,Vinblastine Sulfate,CC[C@@]1(C[C@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O.OS(=O)(=O)O,606.8,909.1,-302.3,7.57,4.18,3.39,2,5,-3,9,16,-7,76.7,237,-160.3,14,10,4,10.23,10.87,-0.64,-0.88,8.86,-9.74,0.00672,0.0169,-0.01018,342.4356135,0.094594595,1
Faslodex,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,Xeloda,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@H]2[C@@H]([C@@H]([C@H](O2)C)O)O,606.8,359.35,247.45,7.57,1.17,6.4,2,3,-1,9,7,2,76.7,121,-44.3,14,7,7,10.23,8.63,1.6,-0.88,0.073,-0.953,0.00672,0.248,-0.24128,251.5799653,0.095238095,1
Faslodex,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,Zoladex,CC(C)C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NNC(=O)N)NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC3=CNC4=CC=CC=C43)NC(=O)[C@H](CC5=CN=CN5)NC(=O)[C@@H]6CCC(=O)N6,606.8,1269.4,-662.6,7.57,0.3,7.27,2,17,-15,9,16,-7,76.7,496,-419.3,14,32,-18,10.23,9.36,0.87,-0.88,10.91,-11.79,0.00672,0.0283,-0.02158,784.6284881,0.090909091,0
Femara,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,Fluorouracil,C1=C(C(=O)NC(=O)N1)F,285.3,130.08,155.22,1.86,-0.58,2.44,0,2,-2,4,3,1,78.3,58.2,20.1,3,0,3,0,7.18,-7.18,1.89,-8,9.89,0.0799,5.86,-5.7801,157.1622921,0.043478261,1
Femara,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,Fluoxymesterone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@]2([C@H](C[C@]4([C@H]3CC[C@]4(C)O)C)O)F,285.3,336.4,-51.1,1.86,2.5,-0.64,0,2,-2,4,4,0,78.3,57.5,20.8,3,0,3,0,13.6,-13.6,1.89,-3,4.89,0.0799,0.0452,0.0347,57.15009102,0.028169014,1
Femara,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,Frindovyx,C1CNP(=O)(OC1)N(CCCl)CCCl,285.3,261.08,24.22,1.86,0.76,1.1,0,1,-1,4,4,0,78.3,41.6,36.7,3,5,-2,0,13.48,-13.48,1.89,0,1.89,0.0799,15.1,-15.0201,48.48292796,0.018181818,1
Femara,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,Fulvestrant,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,285.3,606.8,-321.5,1.86,6.54,-4.68,0,2,-2,4,9,-5,78.3,76.7,1.6,3,14,-11,0,10.32,-10.32,1.89,-0.88,2.77,0.0799,0.00672,0.07318,321.9485876,0.034090909,1
Femara,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,Gemcitabine Hydrochloride,C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F.Cl,285.3,299.66,-14.36,1.86,0.14,1.72,0,4,-4,4,6,-2,78.3,108,-29.7,3,2,1,0,11.52,-11.52,1.89,3.65,-1.76,0.0799,22.3,-22.2201,41.73486365,0.076923077,1
Femara,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,Gemzar,C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F.Cl,285.3,299.66,-14.36,1.86,0.14,1.72,0,4,-4,4,6,-2,78.3,108,-29.7,3,2,1,0,11.52,-11.52,1.89,3.65,-1.76,0.0799,22.3,-22.2201,41.73486365,0.076923077,1
Femara,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,Goserelin Acetate,CC(C)C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NNC(=O)N)NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC3=CNC4=CC=CC=C43)NC(=O)[C@H](CC5=CN=CN5)NC(=O)[C@@H]6CCC(=O)N6.CC(=O)O,285.3,1329.5,-1044.2,1.86,0.3,1.56,0,18,-18,4,18,-14,78.3,533,-454.7,3,32,-29,0,9.36,-9.36,1.89,10.91,-9.02,0.0799,0.0283,0.0516,1139.578052,0.049295775,0
Femara,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,Halaven,C[C@@H]1C[C@@H]2CC[C@H]3C(=C)C[C@@H](O3)CC[C@]45C[C@@H]6[C@H](O4)[C@H]7[C@@H](O6)[C@@H](O5)[C@@H]8[C@@H](O7)CC[C@@H](O8)CC(=O)C[C@H]9[C@H](C[C@H](C1=C)O2)O[C@@H]([C@@H]9OC)C[C@@H](CN)O.CS(=O)(=O)O,285.3,826,-540.7,1.86,1.26,0.6,0,3,-3,4,15,-11,78.3,209,-130.7,3,4,-1,0,14.82,-14.82,1.89,9.56,-7.67,0.0799,0.0798,0.0001,556.6406393,0.017857143,1
Femara,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,Ibrance,CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C,285.3,447.5,-162.2,1.86,2.12,-0.26,0,2,-2,4,8,-4,78.3,103,-24.7,3,5,-2,0,11.34,-11.34,1.89,8.86,-6.97,0.0799,0.0174,0.0625,164.6820513,0.083333333,1
Femara,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,Imlunestrant,C1C(CN1CCOC2=CC=C(C=C2)[C@@H]3C4=C5C=CC(=CC5=NC=C4C6=C(O3)C=C(C=C6)C(F)(F)F)O)CF,285.3,524.5,-239.2,1.86,6,-4.14,0,1,-1,4,9,-5,78.3,54.8,23.5,3,6,-3,0,0,0,1.89,0,1.89,0.0799,0.0253,0.0546,240.4674711,0.066666667,1
Femara,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,Inavolisib,C[C@@H](C(=O)N)NC1=CC2=C(C=C1)C3=NC(=CN3CCO2)N4[C@@H](COC4=O)C(F)F,285.3,407.4,-122.1,1.86,1.49,0.37,0,2,-2,4,8,-4,78.3,112,-33.7,3,5,-2,0,15.19,-15.19,1.89,3.32,-1.43,0.0799,0.571,-0.4911,127.6763842,0.083333333,1
Femara,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,Infugem,C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F.Cl,285.3,299.66,-14.36,1.86,0.14,1.72,0,4,-4,4,6,-2,78.3,108,-29.7,3,2,1,0,11.52,-11.52,1.89,3.65,-1.76,0.0799,22.3,-22.2201,41.73486365,0.076923077,1
Femara,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,Itovebi,C[C@@H](C(=O)N)NC1=CC2=C(C=C1)C3=NC(=CN3CCO2)N4[C@@H](COC4=O)C(F)F,285.3,407.4,-122.1,1.86,1.49,0.37,0,2,-2,4,8,-4,78.3,112,-33.7,3,5,-2,0,15.19,-15.19,1.89,3.32,-1.43,0.0799,0.517,-0.4371,127.6761879,0.083333333,1
Femara,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,Ixabepilone,C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](NC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C,285.3,506.7,-221.4,1.86,3.28,-1.42,0,3,-3,4,7,-3,78.3,140,-61.7,3,2,1,0,13.85,-13.85,1.89,2.73,-0.84,0.0799,0.00352,0.07638,230.3006738,0.043478261,1
